no;y;i_var;g_var;treatment;group
552;2.944647759;1.42542069;1.329564791;0;19
553;-0.018008919;-0.208991173;1.329564791;0;19
554;0.224761698;-1.231402779;1.329564791;0;19
555;2.378097874;-0.360603577;1.329564791;0;19
556;1.317763747;-0.547213299;1.329564791;0;19
557;3.020345483;0.327996008;1.329564791;0;19
558;-1.120390453;-0.933299832;1.329564791;0;19
559;3.148334319;0.680810825;1.329564791;0;19
560;0.935719535;-1.1638824;1.329564791;0;19
561;3.78435344;1.75544951;1.329564791;0;19
562;4.853832937;1.449637364;1.329564791;0;19
563;2.215196151;-0.448794941;1.329564791;0;19
564;2.653389749;0.140067289;1.329564791;0;19
565;3.970715777;-0.373650328;1.329564791;0;19
566;0.912813132;-1.206434117;1.329564791;0;19
567;0.370797335;-2.661345975;1.329564791;0;19
568;1.958343081;-0.025094493;1.329564791;0;19
569;1.758684907;-0.034373257;1.329564791;0;19
570;4.820131634;1.642359039;1.329564791;0;19
571;-0.807100291;-1.995462148;0.336472797;0;20
572;-0.053470596;-0.662170759;0.336472797;0;20
573;1.889621483;0.880037992;0.336472797;0;20
574;1.495898464;0.34238742;0.336472797;0;20
575;1.941533524;0.121753856;0.336472797;0;20
576;0.729843924;-0.620761035;0.336472797;0;20
577;1.660924552;0.200945268;0.336472797;0;20
578;2.938018795;-0.235905348;0.336472797;0;20
579;-0.313924849;0.113661115;0.336472797;0;20
580;0.397499155;-0.577929195;0.336472797;0;20
581;2.420674753;1.188564886;0.336472797;0;20
582;1.021053625;1.059936278;0.336472797;0;20
583;5.270194076;1.336758211;0.336472797;0;20
584;0.443737559;-0.367169171;0.336472797;0;20
585;2.060892544;-0.304336705;0.336472797;0;20
586;0.451207352;-0.350279624;0.336472797;0;20
587;1.941054961;1.374144763;0.336472797;0;20
588;0.035177214;-0.299720492;0.336472797;0;20
589;0.379164318;0.097635144;0.336472797;0;20
590;-0.948909715;0.381188029;0.336472797;0;20
591;2.800339674;0.678212557;0.336472797;0;20
592;0.64132584;-0.267673272;0.336472797;0;20
593;3.864110711;2.345965664;0.336472797;0;20
594;0.112150897;-0.927494656;0.336472797;0;20
595;0.117225883;-1.426557174;0.336472797;0;20
596;0.468235664;0.042302664;0.336472797;0;20
597;2.880689764;1.76744347;0.336472797;0;20
598;1.86899507;0.052750327;0.336472797;0;20
599;1.892568132;0.10972604;0.336472797;0;20
600;2.14529035;0.863202616;0.336472797;0;20
601;-0.725673626;-0.098973205;0.006892838;0;21
602;1.720455597;0.103696546;0.006892838;0;21
603;2.854277432;1.208484876;0.006892838;0;21
604;2.803675561;0.093746021;0.006892838;0;21
605;-1.426260903;-0.752196519;0.006892838;0;21
606;1.707660896;0.39492422;0.006892838;0;21
607;-0.20609164;-1.091520434;0.006892838;0;21
608;0.790912019;-1.458292425;0.006892838;0;21
609;1.064298308;-0.122712285;0.006892838;0;21
610;-1.32886909;-1.100929192;0.006892838;0;21
611;0.892169689;0.580923072;0.006892838;0;21
612;1.418962907;-0.146947489;0.006892838;0;21
613;-0.633173832;-0.766334615;0.006892838;0;21
614;0.364909442;1.622897579;0.006892838;0;21
615;2.758200717;-0.109940544;0.006892838;0;21
616;2.772253312;1.421704854;0.006892838;0;21
617;1.679904908;-0.113421049;0.006892838;0;21
618;-0.094070944;-0.329280942;0.006892838;0;21
619;1.054246294;0.373460984;0.006892838;0;21
620;-0.074601737;1.029888131;0.006892838;0;21
621;5.374568357;2.705775047;0.006892838;0;21
622;0.720386491;-1.034945871;0.006892838;0;21
623;-0.138879688;-0.183429859;0.006892838;0;21
624;2.330045213;1.077771307;0.006892838;0;21
625;1.924543238;0.341620225;0.006892838;0;21
626;-0.171743112;-0.187343624;0.006892838;0;21
627;-1.260799411;-1.302859109;0.006892838;0;21
628;1.339181477;-0.278658262;0.006892838;0;21
629;1.265893645;-0.184753908;0.006892838;0;21
630;1.731752514;-0.081777497;0.006892838;0;21
631;1.906200717;1.612241794;-0.455468738;0;22
632;-0.392677902;-0.46193984;-0.455468738;0;22
633;-0.03813985;-1.576050301;-0.455468738;0;22
634;1.524654661;0.496433074;-0.455468738;0;22
635;0.976073086;-0.111953784;-0.455468738;0;22
636;-1.862083316;-0.2043464;-0.455468738;0;22
637;-0.648293831;0.635568163;-0.455468738;0;22
638;-2.831119786;-2.906673954;-0.455468738;0;22
639;-0.197445484;-0.553658253;-0.455468738;0;22
640;1.295053575;-0.153451828;-0.455468738;0;22
641;1.352029963;0.605290516;-0.455468738;0;22
642;-0.381518981;-0.261006596;-0.455468738;0;22
643;-1.480376389;-1.005138462;-0.455468738;0;22
644;3.280517353;0.372566114;-0.455468738;0;22
645;1.469415923;0.019446177;-0.455468738;0;22
646;1.122656155;0.110528815;-0.455468738;0;22
647;2.698523028;1.156570437;-0.455468738;0;22
648;-0.136429438;-0.54222046;-0.455468738;0;22
649;-1.78141011;-1.249201283;-0.455468738;0;22
650;-1.448673944;-1.280012597;-0.455468738;0;22
651;-1.542108452;-1.023932788;-0.455468738;0;22
652;1.749599142;-1.38765058;-0.455468738;0;22
653;-0.667226189;-0.049221114;-0.455468738;0;22
654;1.626337371;1.81096073;-0.455468738;0;22
655;0.895976156;-0.099510066;-0.455468738;0;22
656;1.030697551;0.777237124;-0.455468738;0;22
657;-2.251757441;-1.102596325;-0.455468738;0;22
658;0.567556731;-0.221644783;-0.455468738;0;22
659;0.082557642;0.566094963;-0.455468738;0;22
660;-1.110997942;-0.354959345;-0.455468738;0;22
661;0.304481662;0.785262601;-0.366523933;0;23
662;2.561452926;0.694047379;-0.366523933;0;23
663;-0.155447395;-0.632729896;-0.366523933;0;23
664;0.385648621;-0.771958642;-0.366523933;0;23
665;2.432625562;2.357817388;-0.366523933;0;23
666;0.364358506;-0.192549336;-0.366523933;0;23
667;0.449764996;0.006619334;-0.366523933;0;23
668;2.460984588;-0.054546025;-0.366523933;0;23
669;3.073638953;-0.568206881;-0.366523933;0;23
670;0.323644982;-0.926975944;-0.366523933;0;23
671;-1.635319609;-1.135735181;-0.366523933;0;23
672;1.129349061;0.913962339;-0.366523933;0;23
673;-0.365961042;-0.986062833;-0.366523933;0;23
674;1.613612623;0.667485413;-0.366523933;0;23
675;1.105685246;1.40659549;-0.366523933;0;23
676;2.252404442;1.15777896;-0.366523933;0;23
677;1.058214101;-0.138753198;-0.366523933;0;23
678;-0.224806468;-0.539321851;-0.366523933;0;23
679;-0.030304188;-1.078893499;-0.366523933;0;23
680;-1.236262899;-0.01856214;-0.366523933;0;23
681;0.485248957;-0.232615686;-0.366523933;0;23
682;1.491377634;0.156293543;-0.366523933;0;23
683;-0.448956557;-0.604009755;-0.366523933;0;23
684;0.615392126;0.62903512;-0.366523933;0;23
685;1.098337243;0.714169571;-0.366523933;0;23
686;3.499817125;1.075886101;-0.366523933;0;23
687;2.523987945;2.249755517;-0.366523933;0;23
688;0.716731035;0.197890599;-0.366523933;0;23
689;-1.268995536;-0.575546318;-0.366523933;0;23
690;1.540801412;-0.077320865;-0.366523933;0;23
691;-0.461177733;-1.627919889;0.648286568;0;24
692;3.316333581;0.129923154;0.648286568;0;24
693;0.057322014;-0.425673133;0.648286568;0;24
694;2.540265762;0.406011749;0.648286568;0;24
695;-0.231674777;-0.268810186;0.648286568;0;24
696;1.67554968;-1.380984536;0.648286568;0;24
697;1.983668705;0.036583321;0.648286568;0;24
698;1.345311471;-1.353244531;0.648286568;0;24
699;3.172269629;0.897006194;0.648286568;0;24
700;1.671258555;-1.829359712;0.648286568;0;24
701;3.451259566;-0.141876944;0.648286568;0;24
702;0.909525176;0.457981778;0.648286568;0;24
703;0.787839897;-1.519617513;0.648286568;0;24
704;2.270482906;1.399055315;0.648286568;0;24
705;0.551800094;-0.885339191;0.648286568;0;24
706;-0.175234696;-0.506330291;0.648286568;0;24
707;1.858473997;0.163332106;0.648286568;0;24
708;-0.07708782;-0.337143856;0.648286568;0;24
709;-0.081649157;-1.035951532;0.648286568;0;24
710;2.048775683;0.409337928;0.648286568;0;24
711;0.393273356;-0.524223458;0.648286568;0;24
712;2.160993551;0.506500374;0.648286568;0;24
713;2.140212466;-0.504722863;0.648286568;0;24
714;0.216320072;-0.957250329;0.648286568;0;24
715;1.942598635;-0.094634358;0.648286568;0;24
716;2.006662085;0.649439318;0.648286568;0;24
717;2.143046774;0.242321799;0.648286568;0;24
718;1.842784248;-0.05893409;0.648286568;0;24
719;0.37577108;-1.947794072;0.648286568;0;24
720;3.383903904;1.451443632;0.648286568;0;24
721;1.409156293;-0.039939678;2.070270861;0;25
722;0.879074547;-0.863997691;2.070270861;0;25
723;4.063747803;-0.20169024;2.070270861;0;25
724;2.586180354;0.261255563;2.070270861;0;25
725;1.821522419;-1.518351383;2.070270861;0;25
726;3.682682824;0.717308632;2.070270861;0;25
727;3.458154217;0.246832728;2.070270861;0;25
728;6.215719214;1.202767046;2.070270861;0;25
729;2.674389348;0.98603927;2.070270861;0;25
730;3.847031115;-0.537940599;2.070270861;0;25
731;2.978064844;-0.490282742;2.070270861;0;25
732;2.24525757;-0.995516173;2.070270861;0;25
733;1.99764165;-0.361702928;2.070270861;0;25
734;4.952363903;0.944354811;2.070270861;0;25
735;5.290817349;1.792207012;2.070270861;0;25
736;4.183853469;0.928409396;2.070270861;0;25
737;0.213253224;-1.82993767;2.070270861;0;25
738;4.811625962;0.821878106;2.070270861;0;25
739;3.76986395;1.036268762;2.070270861;0;25
740;3.311935754;0.617420144;2.070270861;0;25
741;3.371172636;-0.854930363;2.070270861;0;25
742;4.795126891;1.064510518;2.070270861;0;25
743;3.223377269;0.729481458;2.070270861;0;25
744;4.282139173;0.662656584;2.070270861;0;25
745;1.828347456;-0.381407203;2.070270861;0;25
746;4.681557597;0.845891778;2.070270861;0;25
747;2.376171229;0.111591884;2.070270861;0;25
748;1.190153615;-0.067770262;2.070270861;0;25
749;6.260910087;1.487098097;2.070270861;0;25
750;3.441801469;0.757223377;2.070270861;0;25
751;-0.23044186;-2.874042493;-0.153398412;1;26
752;0.06243978;-0.426542449;-0.153398412;1;26
753;0.190848047;-1.487406296;-0.153398412;1;26
754;3.228882527;0.588791646;-0.153398412;1;26
755;2.609107429;-0.442599511;-0.153398412;1;26
756;3.552872741;0.901304802;-0.153398412;1;26
757;3.014395085;0.46782834;-0.153398412;1;26
758;1.590169639;0.022040319;-0.153398412;1;26
759;2.21897344;-0.085107832;-0.153398412;1;26
760;2.385760773;-0.361267143;-0.153398412;1;26
761;0.439962166;0.199506502;-0.153398412;1;26
762;0.5050769;-1.108254255;-0.153398412;1;26
763;1.677191085;0.67279407;-0.153398412;1;26
764;-0.186398415;-0.394113633;-0.153398412;1;26
765;2.525914347;-0.743967586;-0.153398412;1;26
766;2.879331291;-0.326113477;-0.153398412;1;26
767;3.37822426;1.874668827;-0.153398412;1;26
768;-0.733724025;-1.757999145;-0.153398412;1;26
769;2.77820706;-0.34886091;-0.153398412;1;26
770;2.006360243;0.106589229;-0.153398412;1;26
771;0.40282962;-0.537658781;-0.153398412;1;26
772;0.890632011;-0.411269132;-0.153398412;1;26
773;-0.303673788;0.382348338;-0.153398412;1;26
774;1.654239838;0.222514089;-0.153398412;1;26
775;3.883484145;-0.673754508;-0.153398412;1;26
776;2.029602872;0.567432914;-0.153398412;1;26
777;0.998252454;0.179483655;-0.153398412;1;26
778;3.566949162;0.686341749;-0.153398412;1;26
779;0.978536707;-1.327263661;-0.153398412;1;26
780;1.589764021;-0.767916438;-0.153398412;1;26
781;-0.274228027;-0.192702509;-1.390700947;1;27
782;1.179786118;0.959051198;-1.390700947;1;27
783;0.687701516;-0.529031362;-1.390700947;1;27
784;-1.716605392;-1.032886991;-1.390700947;1;27
785;2.188402546;0.77174549;-1.390700947;1;27
786;1.631136513;0.465356664;-1.390700947;1;27
787;-1.760615041;-1.225671067;-1.390700947;1;27
788;2.985613982;2.04667724;-1.390700947;1;27
789;1.08795496;1.498674449;-1.390700947;1;27
790;-0.703117244;-1.388949085;-1.390700947;1;27
791;3.040200271;2.153376464;-1.390700947;1;27
792;-1.871500593;-1.729116741;-1.390700947;1;27
793;-0.53654247;0.102042485;-1.390700947;1;27
794;-1.308084153;-1.141279127;-1.390700947;1;27
795;-0.274454984;-0.377009088;-1.390700947;1;27
796;-0.041571404;-0.348782099;-1.390700947;1;27
797;0.267921801;0.322885081;-1.390700947;1;27
798;-1.343287052;-1.124339618;-1.390700947;1;27
799;-1.244854086;-2.757049722;-1.390700947;1;27
800;-0.963797577;-0.095811099;-1.390700947;1;27
801;0.877439038;-0.746699805;-1.390700947;1;27
802;1.541773198;0.210781418;-1.390700947;1;27
803;-1.018994769;-0.848509809;-1.390700947;1;27
804;2.763754585;0.792264766;-1.390700947;1;27
805;0.446240329;0.029187433;-1.390700947;1;27
806;0.90506988;0.603388012;-1.390700947;1;27
807;-0.866100501;-0.994940105;-1.390700947;1;27
808;0.541548202;-0.211332458;-1.390700947;1;27
809;0.258673994;0.344021087;-1.390700947;1;27
810;-1.813135936;-0.089378529;-1.390700947;1;27
811;1.714810159;1.654037467;-0.723581777;1;28
812;-0.500022863;-1.962908713;-0.723581777;1;28
813;3.905173444;0.756125511;-0.723581777;1;28
814;2.168718493;0.014418658;-0.723581777;1;28
815;3.346236353;0.945713804;-0.723581777;1;28
816;1.736356287;-0.098808492;-0.723581777;1;28
817;-0.447843171;-2.739754243;-0.723581777;1;28
818;3.425202391;0.420305849;-0.723581777;1;28
819;-0.18690419;-0.218379262;-0.723581777;1;28
820;-1.669718999;-0.98935533;-0.723581777;1;28
821;0.552968791;-0.656468896;-0.723581777;1;28
822;0.149915976;0.055663548;-0.723581777;1;28
823;1.673253739;2.452063445;-0.723581777;1;28
824;1.895904303;0.188173574;-0.723581777;1;28
825;-1.280530493;-0.979696368;-0.723581777;1;28
826;6.92391273;1.903610468;-0.723581777;1;28
827;0.907204812;-0.438519782;-0.723581777;1;28
828;1.32533334;-0.829726096;-0.723581777;1;28
829;0.940390161;-1.247231319;-0.723581777;1;28
830;-0.579525066;-0.673809163;-0.723581777;1;28
831;3.141074343;1.935167264;-0.723581777;1;28
832;0.88744502;0.906561435;-0.723581777;1;28
833;2.492045354;0.736526771;-0.723581777;1;28
834;2.37752819;0.146625304;-0.723581777;1;28
835;1.399786395;0.283120797;-0.723581777;1;28
836;-1.040402026;0.589276721;-0.723581777;1;28
837;2.553400898;0.215849477;-0.723581777;1;28
838;0.753362278;0.155053235;-0.723581777;1;28
839;4.065151698;0.953826636;-0.723581777;1;28
840;1.491201844;-0.165852702;-0.723581777;1;28
841;1.918179854;0.255003746;0.258261762;1;29
842;0.365645792;-0.897472359;0.258261762;1;29
843;4.069589841;1.583970105;0.258261762;1;29
844;2.224383909;1.392758628;0.258261762;1;29
845;1.210886184;-1.812258232;0.258261762;1;29
846;2.708637603;-0.216319679;0.258261762;1;29
847;3.03882634;0.549856057;0.258261762;1;29
848;3.973189369;0.482736238;0.258261762;1;29
849;1.838937094;0.760848729;0.258261762;1;29
850;0.693369516;-0.445658017;0.258261762;1;29
851;-0.102519542;-1.20533342;0.258261762;1;29
852;1.583273972;0.30146674;0.258261762;1;29
853;0.485701666;-1.539145224;0.258261762;1;29
854;5.192847593;0.635370723;0.258261762;1;29
855;3.803336595;0.702951775;0.258261762;1;29
856;1.517038224;-1.905882865;0.258261762;1;29
857;3.043107436;0.93892145;0.258261762;1;29
858;0.360123506;-0.224492105;0.258261762;1;29
859;2.434709085;-0.673816775;0.258261762;1;29
860;2.457314849;0.445787445;0.258261762;1;29
861;3.865765803;1.280617107;0.258261762;1;29
862;4.981979808;1.565130134;0.258261762;1;29
863;1.883343592;-1.200546036;0.258261762;1;29
864;-0.657759493;-0.437694966;0.258261762;1;29
865;-0.184350043;0.146381482;0.258261762;1;29
866;4.368754737;0.066019076;0.258261762;1;29
867;0.469251133;-0.445036015;0.258261762;1;29
868;-1.27411226;-2.342112386;0.258261762;1;29
869;0.638310782;-0.278382368;0.258261762;1;29
870;0.357093885;-1.181803632;0.258261762;1;29
871;0.064681709;0.033125273;-0.317059115;0;30
872;-0.829385614;-0.837717012;-0.317059115;0;30
873;-0.410090556;-0.11761108;-0.317059115;0;30
874;1.387455786;-0.741522571;-0.317059115;0;30
875;1.23028152;-0.408346969;-0.317059115;0;30
876;0.967591311;-0.377770761;-0.317059115;0;30
877;1.442646072;1.328366712;-0.317059115;0;30
878;0.92487147;0.716436307;-0.317059115;0;30
879;-0.014723257;-0.232289188;-0.317059115;0;30
880;-0.578635414;-1.2262269;-0.317059115;0;30
881;1.237411872;1.047538091;-0.317059115;0;30
882;0.643224859;-1.436407187;-0.317059115;0;30
883;-1.524973594;-1.182468928;-0.317059115;0;30
884;0.095808747;-0.776204836;-0.317059115;0;30
885;0.429303136;-0.972313509;-0.317059115;0;30
886;-0.212950546;-0.903657561;-0.317059115;0;30
887;4.461597433;1.287203946;-0.317059115;0;30
888;0.406472249;-0.106187601;-0.317059115;0;30
889;-1.469533215;-0.715870954;-0.317059115;0;30
890;0.548557133;0.671722196;-0.317059115;0;30
891;1.872548255;0.197633626;-0.317059115;0;30
892;0.806197591;-1.220096725;-0.317059115;0;30
893;-0.282433001;-0.56096512;-0.317059115;0;30
894;-0.312036433;0.533732634;-0.317059115;0;30
895;4.022113189;1.950315465;-0.317059115;0;30
896;2.318609997;1.58194323;-0.317059115;0;30
897;1.458342386;0.837787522;-0.317059115;0;30
898;-0.344485173;-0.013069663;-0.317059115;0;30
899;-1.059918079;-1.725795962;-0.317059115;0;30
900;0.392094925;-0.730853574;-0.317059115;0;30
901;1.727801402;-0.215413865;-0.177789958;0;31
902;1.539718693;0.490206669;-0.177789958;0;31
903;1.183946432;0.059393424;-0.177789958;0;31
904;2.196794437;0.058312053;-0.177789958;0;31
905;1.994114361;1.838363107;-0.177789958;0;31
906;0.516728102;0.387650899;-0.177789958;0;31
907;0.006912985;-0.280550725;-0.177789958;0;31
908;0.523504895;-0.428517738;-0.177789958;0;31
909;1.129414228;0.095324936;-0.177789958;0;31
910;0.128331845;-0.813331409;-0.177789958;0;31
911;3.712840785;1.368190077;-0.177789958;0;31
912;0.540717248;-0.28753603;-0.177789958;0;31
913;0.731199355;-0.528552423;-0.177789958;0;31
914;0.276421868;-0.873012923;-0.177789958;0;31
915;1.724012104;0.935893072;-0.177789958;0;31
916;0.224573184;-1.277267323;-0.177789958;0;31
917;0.363767597;-0.468739839;-0.177789958;0;31
918;2.88857567;0.312516273;-0.177789958;0;31
919;0.038159104;-0.108322302;-0.177789958;0;31
920;1.673507963;0.250790417;-0.177789958;0;31
921;0.56259735;-1.316193394;-0.177789958;0;31
922;-0.197198163;-0.430075449;-0.177789958;0;31
923;-1.402154184;-1.704109698;-0.177789958;0;31
924;0.685135566;-0.842137365;-0.177789958;0;31
925;1.870820901;1.148250595;-0.177789958;0;31
926;0.30651118;0.252831536;-0.177789958;0;31
927;2.197636848;0.085287186;-0.177789958;0;31
928;-1.46751651;-0.933626131;-0.177789958;0;31
929;-0.079158035;-0.556819606;-0.177789958;0;31
930;0.04473787;-1.016370319;-0.177789958;0;31
931;-1.183362367;0.05352525;-0.169994077;0;32
932;2.327149625;0.765133606;-0.169994077;0;32
933;1.784420126;0.299194815;-0.169994077;0;32
934;0.721678262;-0.617615748;-0.169994077;0;32
935;0.549290135;0.552787314;-0.169994077;0;32
936;2.339381407;0.387908499;-0.169994077;0;32
937;2.240447874;0.843210942;-0.169994077;0;32
938;0.996417477;-0.440627586;-0.169994077;0;32
939;1.244531324;-1.179365373;-0.169994077;0;32
940;0.571789345;-0.084569065;-0.169994077;0;32
941;2.862855516;0.302777695;-0.169994077;0;32
942;2.096828098;1.559093731;-0.169994077;0;32
943;1.681068823;-0.069662527;-0.169994077;0;32
944;1.72642853;0.427039414;-0.169994077;0;32
945;0.657988615;-0.083263198;-0.169994077;0;32
946;2.530658832;2.156397741;-0.169994077;0;32
947;1.92287712;1.337968059;-0.169994077;0;32
948;-0.397757657;-0.232304447;-0.169994077;0;32
949;0.962664362;-0.12740409;-0.169994077;0;32
950;1.24262487;-0.021685404;-0.169994077;0;32
951;2.973731834;0.113254084;-0.169994077;0;32
952;-0.494591499;-0.56509541;-0.169994077;0;32
953;0.85581874;0.080700387;-0.169994077;0;32
954;-0.807045139;-0.695771407;-0.169994077;0;32
955;-0.981936123;-1.096202133;-0.169994077;0;32
956;0.863569392;0.804440558;-0.169994077;0;32
957;1.195779396;0.65664412;-0.169994077;0;32
958;2.436032983;-0.568030677;-0.169994077;0;32
959;3.120917964;1.272785841;-0.169994077;0;32
960;1.440781541;-0.192543916;-0.169994077;0;32
961;-1.461200506;-0.283665219;-1.372301886;0;33
962;0.556344353;-0.953671713;-1.372301886;0;33
963;1.609532536;-0.024350646;-1.372301886;0;33
964;-1.349576853;-0.136985965;-1.372301886;0;33
965;-0.098859588;0.067518391;-1.372301886;0;33
966;0.322922296;0.44516836;-1.372301886;0;33
967;-1.578977037;0.906600388;-1.372301886;0;33
968;0.827894065;0.327410566;-1.372301886;0;33
969;-0.222582254;0.992561627;-1.372301886;0;33
970;1.510958769;1.065400574;-1.372301886;0;33
971;-2.809092844;-2.930482055;-1.372301886;0;33
972;-0.319468917;-0.362773743;-1.372301886;0;33
973;0.849633187;0.569932538;-1.372301886;0;33
974;-0.706849573;-1.119635472;-1.372301886;0;33
975;-0.972043422;-0.960650359;-1.372301886;0;33
976;-0.972268157;0.273736472;-1.372301886;0;33
977;-1.68406966;-0.441423289;-1.372301886;0;33
978;-2.979118748;-1.731487818;-1.372301886;0;33
979;0.266910134;0.905854844;-1.372301886;0;33
980;-1.011835548;-0.840839642;-1.372301886;0;33
981;-0.522660901;0.386347855;-1.372301886;0;33
982;0.887689242;0.412430114;-1.372301886;0;33
983;0.977503322;1.521268643;-1.372301886;0;33
984;-2.031391612;0.196564235;-1.372301886;0;33
985;2.185353726;0.665610353;-1.372301886;0;33
986;2.11176525;1.140591092;-1.372301886;0;33
987;1.03734142;-0.406381128;-1.372301886;0;33
988;-1.049104335;-1.655561354;-1.372301886;0;33
989;-2.00798156;0.142930036;-1.372301886;0;33
990;0.899114114;1.325914308;-1.372301886;0;33
991;1.084374532;-1.406277661;-0.17378717;1;34
992;3.360828791;1.012131615;-0.17378717;1;34
993;2.642660841;-0.060130843;-0.17378717;1;34
994;2.587643095;0.099481424;-0.17378717;1;34
995;-0.747433201;-0.349221798;-0.17378717;1;34
996;2.792404808;1.03685328;-0.17378717;1;34
997;2.869885618;1.424156479;-0.17378717;1;34
998;3.517003504;1.570848791;-0.17378717;1;34
999;-0.908036409;-0.967400733;-0.17378717;1;34
1000;2.358369069;0.759285844;-0.17378717;1;34
1001;2.213459808;-0.376189654;-0.17378717;1;34
1002;0.041869375;-0.983409414;-0.17378717;1;34
1003;1.469463257;0.389895101;-0.17378717;1;34
1004;2.295156788;-0.017950714;-0.17378717;1;34
1005;3.768767756;0.791724605;-0.17378717;1;34
1006;2.47506236;1.792397876;-0.17378717;1;34
1007;4.276846794;1.036716885;-0.17378717;1;34
1008;1.111923319;-0.695685616;-0.17378717;1;34
1009;3.994278396;0.139622665;-0.17378717;1;34
1010;5.889703085;1.413245494;-0.17378717;1;34
1011;4.419887798;1.174437596;-0.17378717;1;34
1012;0.461419425;-1.584781583;-0.17378717;1;34
1013;3.234740057;0.946429921;-0.17378717;1;34
1014;0.126132358;-0.340514085;-0.17378717;1;34
1015;2.664573631;-0.625362691;-0.17378717;1;34
1016;2.858348835;-1.101202229;-0.17378717;1;34
1017;1.237091324;-0.31179546;-0.17378717;1;34
1018;2.70371187;0.688656505;-0.17378717;1;34
1019;2.70554484;1.435271878;-0.17378717;1;34
1020;0.928952846;0.138907098;-0.17378717;1;34
1021;3.05714959;-0.073052386;0.850232257;0;35
1022;0.244052873;-0.202335938;0.850232257;0;35
1023;3.91969241;0.953799336;0.850232257;0;35
1024;-0.533667408;-1.081193447;0.850232257;0;35
1025;1.872405407;0.250018705;0.850232257;0;35
1026;2.451521768;1.021621981;0.850232257;0;35
1027;2.260086237;1.061851511;0.850232257;0;35
1028;2.515073009;0.41707021;0.850232257;0;35
1029;0.437358874;-1.162366151;0.850232257;0;35
1030;1.985144231;-0.82108473;0.850232257;0;35
1031;2.006928567;-0.720488258;0.850232257;0;35
1032;2.127105477;-1.443271969;0.850232257;0;35
1033;3.064504711;0.040020334;0.850232257;0;35
1034;2.812444804;1.222946684;0.850232257;0;35
1035;1.338458609;-2.446693917;0.850232257;0;35
1036;1.03749679;0.758387892;0.850232257;0;35
1037;2.511152775;-0.202661654;0.850232257;0;35
1038;0.752743774;-0.769133847;0.850232257;0;35
1039;1.166615582;0.770008811;0.850232257;0;35
1040;3.509635918;0.648385159;0.850232257;0;35
1041;2.530447781;0.096217379;0.850232257;0;35
1042;0.948691358;-0.919643353;0.850232257;0;35
1043;1.24836082;-0.704861777;0.850232257;0;35
1044;-0.098053733;-1.617234062;0.850232257;0;35
1045;3.427381549;1.880893908;0.850232257;0;35
1046;1.497165372;-0.155594361;0.850232257;0;35
1047;0.024878147;-0.754513749;0.850232257;0;35
1048;-0.104952665;-2.160952444;0.850232257;0;35
1049;0.95740636;-0.42946168;0.850232257;0;35
1050;2.004752578;-0.549127905;0.850232257;0;35
1051;0.382916728;-1.402315883;0.697608712;1;36
1052;4.022562557;2.383971823;0.697608712;1;36
1053;4.696717528;0.872944351;0.697608712;1;36
1054;-1.624069152;-1.535665887;0.697608712;1;36
1055;3.520473566;1.133975251;0.697608712;1;36
1056;4.614673691;1.044840161;0.697608712;1;36
1057;1.87189008;0.589830689;0.697608712;1;36
1058;3.131243449;0.399103735;0.697608712;1;36
1059;3.418235627;0.144949185;0.697608712;1;36
1060;1.4067182;0.619161218;0.697608712;1;36
1061;0.002511416;-1.032619106;0.697608712;1;36
1062;-0.482689002;-0.649356138;0.697608712;1;36
1063;1.820087467;-1.002007258;0.697608712;1;36
1064;2.009508524;-0.16588096;0.697608712;1;36
1065;3.790065945;0.146656295;0.697608712;1;36
1066;0.768865311;0.602056524;0.697608712;1;36
1067;3.830528534;0.529055525;0.697608712;1;36
1068;4.146721998;1.445695841;0.697608712;1;36
1069;3.617459154;0.597309287;0.697608712;1;36
1070;5.512617746;1.256316921;0.697608712;1;36
1071;4.624057602;1.097442043;0.697608712;1;36
1072;2.811485018;-0.588460413;0.697608712;1;36
1073;3.499254189;0.751301282;0.697608712;1;36
1074;4.59699177;0.453514341;0.697608712;1;36
1075;3.364398731;0.119178234;0.697608712;1;36
1076;1.772182312;-0.903387708;0.697608712;1;36
1077;4.07679354;0.587982457;0.697608712;1;36
1078;1.561035497;0.063728748;0.697608712;1;36
1079;3.371413495;-0.354835855;0.697608712;1;36
1080;2.922453359;0.922495744;0.697608712;1;36
1081;2.347928105;0.992325369;0.549997351;0;37
1082;2.265740752;0.873563902;0.549997351;0;37
1083;-1.290567791;-2.611043461;0.549997351;0;37
1084;-1.787234594;-0.897316833;0.549997351;0;37
1085;2.162089151;0.937235319;0.549997351;0;37
1086;0.355713936;-0.745336335;0.549997351;0;37
1087;1.828297205;0.40853963;0.549997351;0;37
1088;2.367102015;0.182912673;0.549997351;0;37
1089;2.409914536;1.107402291;0.549997351;0;37
1090;-0.971022474;-0.71037167;0.549997351;0;37
1091;1.162354096;-0.057802369;0.549997351;0;37
1092;-0.256277703;0.344923417;0.549997351;0;37
1093;2.464056099;1.272654447;0.549997351;0;37
1094;-1.002460573;-0.177380835;0.549997351;0;37
1095;2.336242982;0.290405997;0.549997351;0;37
1096;0.680890591;-1.342848206;0.549997351;0;37
1097;2.049064626;0.63305003;0.549997351;0;37
1098;2.292892081;0.206819706;0.549997351;0;37
1099;0.760047773;0.639307343;0.549997351;0;37
1100;2.187367717;-0.410670565;0.549997351;0;37
